nohup: ignoring input
Using device: cuda:1
Run checkpoints will be saved to: training_outputs/ckpts/20260713_012129
Concept branches | visual_concept_on=True | temporal_concepts_on=False | visual_concept_logit_scale=1.0
Train: 21351 windows (/data/quantization/zaima/dh1k/training) | Val: 3722 windows (/data/quantization/zaima/dh1k/testing) | window_len=16
Initialized saliency bias to logit(0.0177) = -4.0163 for: final_upsample_head.head, patch_logit_head
Backbone fine-tuning enabled | effective_batch_size=4 | micro_batch_size=4 | grad_accum_steps=1 | gradient_checkpointing=False | visual_equiv=off

Epoch 1/100

Train epoch 1:  15%|█▌        | 809/5338 [04:52<24:54,  3.03it/s, loss=-0.9275]
Train epoch 1:  15%|█▌        | 810/5338 [04:52<25:10,  3.00it/s, loss=-0.9275]
Train epoch 1:  15%|█▌        | 810/5338 [04:52<25:10,  3.00it/s, loss=-2.0664]
Train epoch 1:  15%|█▌        | 811/5338 [04:52<24:49,  3.04it/s, loss=-2.0664]
Train epoch 1:  15%|█▌        | 811/5338 [04:53<24:49,  3.04it/s, loss=-2.6278]
Train epoch 1:  15%|█▌        | 812/5338 [04:53<25:32,  2.95it/s, loss=-2.6278]
Train epoch 1:  15%|█▌        | 812/5338 [04:53<25:32,  2.95it/s, loss=-1.7558]
Train epoch 1:  15%|█▌        | 813/5338 [04:53<26:18,  2.87it/s, loss=-1.7558]
Train epoch 1:  15%|█▌        | 813/5338 [04:54<26:18,  2.87it/s, loss=-1.2329]
Train epoch 1:  15%|█▌        | 814/5338 [04:54<26:43,  2.82it/s, loss=-1.2329]
Train epoch 1:  15%|█▌        | 814/5338 [04:54<26:43,  2.82it/s, loss=-0.8184]
Train epoch 1:  15%|█▌        | 815/5338 [04:54<26:54,  2.80it/s, loss=-0.8184]
Train epoch 1:  15%|█▌        | 815/5338 [04:54<26:54,  2.80it/s, loss=-0.6943]
Train epoch 1:  15%|█▌        | 816/5338 [04:54<27:12,  2.77it/s, loss=-0.6943]
Train epoch 1:  15%|█▌        | 816/5338 [04:55<27:12,  2.77it/s, loss=-2.2139]
Train epoch 1:  15%|█▌        | 817/5338 [04:55<27:22,  2.75it/s, loss=-2.2139]
Train epoch 1:  15%|█▌        | 817/5338 [04:55<27:22,  2.75it/s, loss=-2.3018]
Train epoch 1:  15%|█▌        | 818/5338 [04:55<27:33,  2.73it/s, loss=-2.3018]
Train epoch 1:  15%|█▌        | 818/5338 [04:55<27:33,  2.73it/s, loss=-1.6371]
Train epoch 1:  15%|█▌        | 819/5338 [04:55<27:01,  2.79it/s, loss=-1.6371]
Train epoch 1:  15%|█▌        | 819/5338 [04:56<27:01,  2.79it/s, loss=-2.4763]
Train epoch 1:  15%|█▌        | 820/5338 [04:56<26:28,  2.84it/s, loss=-2.4763]
Train epoch 1:  15%|█▌        | 820/5338 [04:56<26:28,  2.84it/s, loss=-1.0027]
Train epoch 1:  15%|█▌        | 821/5338 [04:56<26:18,  2.86it/s, loss=-1.0027]
Train epoch 1:  15%|█▌        | 821/5338 [04:56<26:18,  2.86it/s, loss=-2.9429]
Train epoch 1:  15%|█▌        | 822/5338 [04:56<25:44,  2.92it/s, loss=-2.9429]
Train epoch 1:  15%|█▌        | 822/5338 [04:57<25:44,  2.92it/s, loss=-0.1765]
Train epoch 1:  15%|█▌        | 823/5338 [04:57<26:14,  2.87it/s, loss=-0.1765]
Train epoch 1:  15%|█▌        | 823/5338 [04:57<26:14,  2.87it/s, loss=-1.8050]
Train epoch 1:  15%|█▌        | 824/5338 [04:57<26:14,  2.87it/s, loss=-1.8050]
Train epoch 1:  15%|█▌        | 824/5338 [04:57<26:14,  2.87it/s, loss=-2.9187]
Train epoch 1:  15%|█▌        | 825/5338 [04:57<26:14,  2.87it/s, loss=-2.9187]
Train epoch 1:  15%|█▌        | 825/5338 [04:58<26:14,  2.87it/s, loss=-1.6224]
Train epoch 1:  15%|█▌        | 826/5338 [04:58<26:34,  2.83it/s, loss=-1.6224]
Train epoch 1:  15%|█▌        | 826/5338 [04:58<26:34,  2.83it/s, loss=-0.2264]
Train epoch 1:  15%|█▌        | 827/5338 [04:58<26:52,  2.80it/s, loss=-0.2264]
Train epoch 1:  15%|█▌        | 827/5338 [04:59<26:52,  2.80it/s, loss=-2.7864]
Train epoch 1:  16%|█▌        | 828/5338 [04:59<26:53,  2.80it/s, loss=-2.7864]
Train epoch 1:  16%|█▌        | 828/5338 [04:59<26:53,  2.80it/s, loss=-1.8431]
Train epoch 1:  16%|█▌        | 829/5338 [04:59<27:01,  2.78it/s, loss=-1.8431]
Train epoch 1:  16%|█▌        | 829/5338 [04:59<27:01,  2.78it/s, loss=-1.9406]
Train epoch 1:  16%|█▌        | 830/5338 [04:59<27:03,  2.78it/s, loss=-1.9406]
Train epoch 1:  16%|█▌        | 830/5338 [05:00<27:03,  2.78it/s, loss=-3.5920]
Train epoch 1:  16%|█▌        | 831/5338 [05:00<27:12,  2.76it/s, loss=-3.5920]
Train epoch 1:  16%|█▌        | 831/5338 [05:00<27:12,  2.76it/s, loss=-1.3220]
Train epoch 1:  16%|█▌        | 832/5338 [05:00<27:05,  2.77it/s, loss=-1.3220]
Train epoch 1:  16%|█▌        | 832/5338 [05:00<27:05,  2.77it/s, loss=-1.1736]
Train epoch 1:  16%|█▌        | 833/5338 [05:00<27:08,  2.77it/s, loss=-1.1736]
Train epoch 1:  16%|█▌        | 833/5338 [05:01<27:08,  2.77it/s, loss=-1.2523]
Train epoch 1:  16%|█▌        | 834/5338 [05:01<27:09,  2.76it/s, loss=-1.2523]
Train epoch 1:  16%|█▌        | 834/5338 [05:01<27:09,  2.76it/s, loss=-0.9085]
Train epoch 1:  16%|█▌        | 835/5338 [05:01<27:15,  2.75it/s, loss=-0.9085]
Train epoch 1:  16%|█▌        | 835/5338 [05:01<27:15,  2.75it/s, loss=-1.7676]
Train epoch 1:  16%|█▌        | 836/5338 [05:01<27:11,  2.76it/s, loss=-1.7676]
Train epoch 1:  16%|█▌        | 836/5338 [05:02<27:11,  2.76it/s, loss=-2.5890]
Train epoch 1:  16%|█▌        | 837/5338 [05:02<26:42,  2.81it/s, loss=-2.5890]
Train epoch 1:  16%|█▌        | 837/5338 [05:02<26:42,  2.81it/s, loss=-1.1931]
Train epoch 1:  16%|█▌        | 838/5338 [05:02<26:50,  2.79it/s, loss=-1.1931]
Train epoch 1:  16%|█▌        | 838/5338 [05:03<26:50,  2.79it/s, loss=-1.3345]
Train epoch 1:  16%|█▌        | 839/5338 [05:03<26:58,  2.78it/s, loss=-1.3345]
Train epoch 1:  16%|█▌        | 839/5338 [05:03<26:58,  2.78it/s, loss=-2.4672]
Train epoch 1:  16%|█▌        | 840/5338 [05:03<27:12,  2.76it/s, loss=-2.4672]
Train epoch 1:  16%|█▌        | 840/5338 [05:03<27:12,  2.76it/s, loss=-1.7864]
Train epoch 1:  16%|█▌        | 841/5338 [05:03<27:02,  2.77it/s, loss=-1.7864]
Train epoch 1:  16%|█▌        | 841/5338 [05:04<27:02,  2.77it/s, loss=-1.0434]
Train epoch 1:  16%|█▌        | 842/5338 [05:04<27:00,  2.77it/s, loss=-1.0434]
Train epoch 1:  16%|█▌        | 842/5338 [05:04<27:00,  2.77it/s, loss=-0.9548]
Train epoch 1:  16%|█▌        | 843/5338 [05:04<26:49,  2.79it/s, loss=-0.9548]
Train epoch 1:  16%|█▌        | 843/5338 [05:04<26:49,  2.79it/s, loss=-1.3895]
Train epoch 1:  16%|█▌        | 844/5338 [05:04<26:46,  2.80it/s, loss=-1.3895]
Train epoch 1:  16%|█▌        | 844/5338 [05:05<26:46,  2.80it/s, loss=-1.7226]
Train epoch 1:  16%|█▌        | 845/5338 [05:05<26:54,  2.78it/s, loss=-1.7226]
Train epoch 1:  16%|█▌        | 845/5338 [05:05<26:54,  2.78it/s, loss=-1.9678]
Train epoch 1:  16%|█▌        | 846/5338 [05:05<26:53,  2.78it/s, loss=-1.9678]
Train epoch 1:  16%|█▌        | 846/5338 [05:05<26:53,  2.78it/s, loss=-3.4109]
Train epoch 1:  16%|█▌        | 847/5338 [05:05<26:46,  2.80it/s, loss=-3.4109]
Train epoch 1:  16%|█▌        | 847/5338 [05:06<26:46,  2.80it/s, loss=-2.0702]
Train epoch 1:  16%|█▌        | 848/5338 [05:06<26:26,  2.83it/s, loss=-2.0702]
Train epoch 1:  16%|█▌        | 848/5338 [05:06<26:26,  2.83it/s, loss=-2.2211]
Train epoch 1:  16%|█▌        | 849/5338 [05:06<26:45,  2.80it/s, loss=-2.2211]
Train epoch 1:  16%|█▌        | 849/5338 [05:06<26:45,  2.80it/s, loss=-1.4528]
Train epoch 1:  16%|█▌        | 850/5338 [05:06<26:21,  2.84it/s, loss=-1.4528]
Train epoch 1:  16%|█▌        | 850/5338 [05:07<26:21,  2.84it/s, loss=-2.4976]
Train epoch 1:  16%|█▌        | 851/5338 [05:07<26:35,  2.81it/s, loss=-2.4976]
Train epoch 1:  16%|█▌        | 851/5338 [05:07<26:35,  2.81it/s, loss=-0.9056]
Train epoch 1:  16%|█▌        | 852/5338 [05:07<26:48,  2.79it/s, loss=-0.9056]
Train epoch 1:  16%|█▌        | 852/5338 [05:08<26:48,  2.79it/s, loss=-1.7854]
Train epoch 1:  16%|█▌        | 853/5338 [05:08<26:20,  2.84it/s, loss=-1.7854]
Train epoch 1:  16%|█▌        | 853/5338 [05:08<26:20,  2.84it/s, loss=-1.4809]
Train epoch 1:  16%|█▌        | 854/5338 [05:08<26:30,  2.82it/s, loss=-1.4809]
Train epoch 1:  16%|█▌        | 854/5338 [05:08<26:30,  2.82it/s, loss=-0.3683]
Train epoch 1:  16%|█▌        | 855/5338 [05:08<26:37,  2.81it/s, loss=-0.3683]
Train epoch 1:  16%|█▌        | 855/5338 [05:09<26:37,  2.81it/s, loss=-1.3632]
Train epoch 1:  16%|█▌        | 856/5338 [05:09<26:47,  2.79it/s, loss=-1.3632]
Train epoch 1:  16%|█▌        | 856/5338 [05:09<26:47,  2.79it/s, loss=-1.2493]
Train epoch 1:  16%|█▌        | 857/5338 [05:09<26:51,  2.78it/s, loss=-1.2493]
Train epoch 1:  16%|█▌        | 857/5338 [05:09<26:51,  2.78it/s, loss=-2.6763]
Train epoch 1:  16%|█▌        | 858/5338 [05:09<27:01,  2.76it/s, loss=-2.6763]
Train epoch 1:  16%|█▌        | 858/5338 [05:10<27:01,  2.76it/s, loss=-1.2671]
Train epoch 1:  16%|█▌        | 859/5338 [05:10<26:25,  2.82it/s, loss=-1.2671]
Train epoch 1:  16%|█▌        | 859/5338 [05:10<26:25,  2.82it/s, loss=-2.0575]
Train epoch 1:  16%|█▌        | 860/5338 [05:10<26:38,  2.80it/s, loss=-2.0575]
Train epoch 1:  16%|█▌        | 860/5338 [05:10<26:38,  2.80it/s, loss=-1.6201]
Train epoch 1:  16%|█▌        | 861/5338 [05:10<26:18,  2.84it/s, loss=-1.6201]
Train epoch 1:  16%|█▌        | 861/5338 [05:11<26:18,  2.84it/s, loss=-1.9326]
Train epoch 1:  16%|█▌        | 862/5338 [05:11<26:42,  2.79it/s, loss=-1.9326]
Train epoch 1:  16%|█▌        | 862/5338 [05:11<26:42,  2.79it/s, loss=-1.3395]
Train epoch 1:  16%|█▌        | 863/5338 [05:11<26:49,  2.78it/s, loss=-1.3395]
Train epoch 1:  16%|█▌        | 863/5338 [05:11<26:49,  2.78it/s, loss=-2.0370]
Train epoch 1:  16%|█▌        | 864/5338 [05:11<26:19,  2.83it/s, loss=-2.0370]
Train epoch 1:  16%|█▌        | 864/5338 [05:12<26:19,  2.83it/s, loss=-2.0111]
Train epoch 1:  16%|█▌        | 865/5338 [05:12<26:36,  2.80it/s, loss=-2.0111]
Train epoch 1:  16%|█▌        | 865/5338 [05:12<26:36,  2.80it/s, loss=-0.9528]
Train epoch 1:  16%|█▌        | 866/5338 [05:12<26:23,  2.82it/s, loss=-0.9528]
Train epoch 1:  16%|█▌        | 866/5338 [05:13<26:23,  2.82it/s, loss=-1.9069]
Train epoch 1:  16%|█▌        | 867/5338 [05:13<26:12,  2.84it/s, loss=-1.9069]
Train epoch 1:  16%|█▌        | 867/5338 [05:13<26:12,  2.84it/s, loss=-3.0608]
Train epoch 1:  16%|█▋        | 868/5338 [05:13<25:38,  2.90it/s, loss=-3.0608]
Train epoch 1:  16%|█▋        | 868/5338 [05:13<25:38,  2.90it/s, loss=-1.0686]
Train epoch 1:  16%|█▋        | 869/5338 [05:13<25:14,  2.95it/s, loss=-1.0686]
Train epoch 1:  16%|█▋        | 869/5338 [05:14<25:14,  2.95it/s, loss=-1.4816]
Train epoch 1:  16%|█▋        | 870/5338 [05:14<25:34,  2.91it/s, loss=-1.4816]
Train epoch 1:  16%|█▋        | 870/5338 [05:14<25:34,  2.91it/s, loss=-1.2030]
Train epoch 1:  16%|█▋        | 871/5338 [05:14<25:56,  2.87it/s, loss=-1.2030]
Train epoch 1:  16%|█▋        | 871/5338 [05:14<25:56,  2.87it/s, loss=-1.0041]
Train epoch 1:  16%|█▋        | 872/5338 [05:14<25:55,  2.87it/s, loss=-1.0041]
Train epoch 1:  16%|█▋        | 872/5338 [05:15<25:55,  2.87it/s, loss=-2.1866]
Train epoch 1:  16%|█▋        | 873/5338 [05:15<25:16,  2.94it/s, loss=-2.1866]
Train epoch 1:  16%|█▋        | 873/5338 [05:15<25:16,  2.94it/s, loss=-2.3008]
Train epoch 1:  16%|█▋        | 874/5338 [05:15<25:37,  2.90it/s, loss=-2.3008]
Train epoch 1:  16%|█▋        | 874/5338 [05:15<25:37,  2.90it/s, loss=-1.9352]
Train epoch 1:  16%|█▋        | 875/5338 [05:15<25:40,  2.90it/s, loss=-1.9352]
Train epoch 1:  16%|█▋        | 875/5338 [05:16<25:40,  2.90it/s, loss=-1.0767]
Train epoch 1:  16%|█▋        | 876/5338 [05:16<25:08,  2.96it/s, loss=-1.0767]
Train epoch 1:  16%|█▋        | 876/5338 [05:16<25:08,  2.96it/s, loss=-2.3037]
Train epoch 1:  16%|█▋        | 877/5338 [05:16<25:33,  2.91it/s, loss=-2.3037]
Train epoch 1:  16%|█▋        | 877/5338 [05:16<25:33,  2.91it/s, loss=-2.1742]
Train epoch 1:  16%|█▋        | 878/5338 [05:16<25:55,  2.87it/s, loss=-2.1742]
Train epoch 1:  16%|█▋        | 878/5338 [05:17<25:55,  2.87it/s, loss=-1.1218]
Train epoch 1:  16%|█▋        | 879/5338 [05:17<25:42,  2.89it/s, loss=-1.1218]
Train epoch 1:  16%|█▋        | 879/5338 [05:17<25:42,  2.89it/s, loss=-1.8216]
Train epoch 1:  16%|█▋        | 880/5338 [05:17<26:08,  2.84it/s, loss=-1.8216]
Train epoch 1:  16%|█▋        | 880/5338 [05:17<26:08,  2.84it/s, loss=-1.7973]
Train epoch 1:  17%|█▋        | 881/5338 [05:17<26:18,  2.82it/s, loss=-1.7973]
Train epoch 1:  17%|█▋        | 881/5338 [05:18<26:18,  2.82it/s, loss=-1.7112]
Train epoch 1:  17%|█▋        | 882/5338 [05:18<26:23,  2.81it/s, loss=-1.7112]
Train epoch 1:  17%|█▋        | 882/5338 [05:18<26:23,  2.81it/s, loss=-2.1204]
Train epoch 1:  17%|█▋        | 883/5338 [05:18<26:26,  2.81it/s, loss=-2.1204]
Train epoch 1:  17%|█▋        | 883/5338 [05:18<26:26,  2.81it/s, loss=-1.8434]
Train epoch 1:  17%|█▋        | 884/5338 [05:18<26:34,  2.79it/s, loss=-1.8434]
Train epoch 1:  17%|█▋        | 884/5338 [05:19<26:34,  2.79it/s, loss=-2.5522]
Train epoch 1:  17%|█▋        | 885/5338 [05:19<25:58,  2.86it/s, loss=-2.5522]
Train epoch 1:  17%|█▋        | 885/5338 [05:19<25:58,  2.86it/s, loss=-2.6186]
Train epoch 1:  17%|█▋        | 886/5338 [05:19<25:36,  2.90it/s, loss=-2.6186]
Train epoch 1:  17%|█▋        | 886/5338 [05:19<25:36,  2.90it/s, loss=-1.7391]
Train epoch 1:  17%|█▋        | 887/5338 [05:19<25:03,  2.96it/s, loss=-1.7391]
Train epoch 1:  17%|█▋        | 887/5338 [05:20<25:03,  2.96it/s, loss=-1.2684]
Train epoch 1:  17%|█▋        | 888/5338 [05:20<25:15,  2.94it/s, loss=-1.2684]
Train epoch 1:  17%|█▋        | 888/5338 [05:20<25:15,  2.94it/s, loss=-2.7116]
Train epoch 1:  17%|█▋        | 889/5338 [05:20<25:52,  2.87it/s, loss=-2.7116]
Train epoch 1:  17%|█▋        | 889/5338 [05:20<25:52,  2.87it/s, loss=-2.3781]
Train epoch 1:  17%|█▋        | 890/5338 [05:20<26:02,  2.85it/s, loss=-2.3781]
Train epoch 1:  17%|█▋        | 890/5338 [05:21<26:02,  2.85it/s, loss=-1.7264]
Train epoch 1:  17%|█▋        | 891/5338 [05:21<26:53,  2.76it/s, loss=-1.7264]
Train epoch 1:  17%|█▋        | 891/5338 [05:21<26:53,  2.76it/s, loss=-1.6154]
Train epoch 1:  17%|█▋        | 892/5338 [05:21<27:03,  2.74it/s, loss=-1.6154]
Train epoch 1:  17%|█▋        | 892/5338 [05:22<27:03,  2.74it/s, loss=-2.7928]
Train epoch 1:  17%|█▋        | 893/5338 [05:22<27:34,  2.69it/s, loss=-2.7928]
Train epoch 1:  17%|█▋        | 893/5338 [05:22<27:34,  2.69it/s, loss=-2.1405]
Train epoch 1:  17%|█▋        | 894/5338 [05:22<27:45,  2.67it/s, loss=-2.1405]
Train epoch 1:  17%|█▋        | 894/5338 [05:22<27:45,  2.67it/s, loss=-1.4480]
Train epoch 1:  17%|█▋        | 895/5338 [05:22<28:02,  2.64it/s, loss=-1.4480]
Train epoch 1:  17%|█▋        | 895/5338 [05:23<28:02,  2.64it/s, loss=-2.2724]
Train epoch 1:  17%|█▋        | 896/5338 [05:23<27:36,  2.68it/s, loss=-2.2724]
Train epoch 1:  17%|█▋        | 896/5338 [05:23<27:36,  2.68it/s, loss=-0.8305]
Train epoch 1:  17%|█▋        | 897/5338 [05:23<27:01,  2.74it/s, loss=-0.8305]
Train epoch 1:  17%|█▋        | 897/5338 [05:23<27:01,  2.74it/s, loss=-2.1019]
Train epoch 1:  17%|█▋        | 898/5338 [05:23<27:15,  2.71it/s, loss=-2.1019]
Train epoch 1:  17%|█▋        | 898/5338 [05:24<27:15,  2.71it/s, loss=-3.6384]
Train epoch 1:  17%|█▋        | 899/5338 [05:24<27:40,  2.67it/s, loss=-3.6384]
Train epoch 1:  17%|█▋        | 899/5338 [05:24<27:40,  2.67it/s, loss=-2.5281]
Train epoch 1:  17%|█▋        | 900/5338 [05:24<27:49,  2.66it/s, loss=-2.5281]
Train epoch 1:  17%|█▋        | 900/5338 [05:25<27:49,  2.66it/s, loss=-1.4729]
Train epoch 1:  17%|█▋        | 901/5338 [05:25<28:11,  2.62it/s, loss=-1.4729]
Train epoch 1:  17%|█▋        | 901/5338 [05:25<28:11,  2.62it/s, loss=-0.7764]
Train epoch 1:  17%|█▋        | 902/5338 [05:25<27:54,  2.65it/s, loss=-0.7764]
Train epoch 1:  17%|█▋        | 902/5338 [05:25<27:54,  2.65it/s, loss=-1.8660]
Train epoch 1:  17%|█▋        | 903/5338 [05:25<28:03,  2.63it/s, loss=-1.8660]
Train epoch 1:  17%|█▋        | 903/5338 [05:26<28:03,  2.63it/s, loss=-2.5227]
Train epoch 1:  17%|█▋        | 904/5338 [05:26<27:13,  2.71it/s, loss=-2.5227]
Train epoch 1:  17%|█▋        | 904/5338 [05:26<27:13,  2.71it/s, loss=-2.7723]
Train epoch 1:  17%|█▋        | 905/5338 [05:26<27:09,  2.72it/s, loss=-2.7723]
Train epoch 1:  17%|█▋        | 905/5338 [05:26<27:09,  2.72it/s, loss=-2.3694]
Train epoch 1:  17%|█▋        | 906/5338 [05:26<27:02,  2.73it/s, loss=-2.3694]
Train epoch 1:  17%|█▋        | 906/5338 [05:27<27:02,  2.73it/s, loss=-2.4289]
Train epoch 1:  17%|█▋        | 907/5338 [05:27<26:51,  2.75it/s, loss=-2.4289]
Train epoch 1:  17%|█▋        | 907/5338 [05:27<26:51,  2.75it/s, loss=-1.7467]
Train epoch 1:  17%|█▋        | 908/5338 [05:27<26:23,  2.80it/s, loss=-1.7467]
Train epoch 1:  17%|█▋        | 908/5338 [05:28<26:23,  2.80it/s, loss=-2.5207]
Train epoch 1:  17%|█▋        | 909/5338 [05:28<26:05,  2.83it/s, loss=-2.5207]
Train epoch 1:  17%|█▋        | 909/5338 [05:28<26:05,  2.83it/s, loss=-2.4586]
Train epoch 1:  17%|█▋        | 910/5338 [05:28<25:33,  2.89it/s, loss=-2.4586]
Train epoch 1:  17%|█▋        | 910/5338 [05:28<25:33,  2.89it/s, loss=-1.4232]
Train epoch 1:  17%|█▋        | 911/5338 [05:28<25:32,  2.89it/s, loss=-1.4232]
Train epoch 1:  17%|█▋        | 911/5338 [05:29<25:32,  2.89it/s, loss=-1.5275]
Train epoch 1:  17%|█▋        | 912/5338 [05:29<25:48,  2.86it/s, loss=-1.5275]
Train epoch 1:  17%|█▋        | 912/5338 [05:29<25:48,  2.86it/s, loss=-1.6262]
Train epoch 1:  17%|█▋        | 913/5338 [05:29<26:02,  2.83it/s, loss=-1.6262]
Train epoch 1:  17%|█▋        | 913/5338 [05:29<26:02,  2.83it/s, loss=-2.1826]
Train epoch 1:  17%|█▋        | 914/5338 [05:29<26:11,  2.82it/s, loss=-2.1826]
Train epoch 1:  17%|█▋        | 914/5338 [05:30<26:11,  2.82it/s, loss=-2.3643]
Train epoch 1:  17%|█▋        | 915/5338 [05:30<26:06,  2.82it/s, loss=-2.3643]
Train epoch 1:  17%|█▋        | 915/5338 [05:30<26:06,  2.82it/s, loss=-0.4334]
Train epoch 1:  17%|█▋        | 916/5338 [05:30<26:39,  2.76it/s, loss=-0.4334]
Train epoch 1:  17%|█▋        | 916/5338 [05:30<26:39,  2.76it/s, loss=-1.5118]
Train epoch 1:  17%|█▋        | 917/5338 [05:30<26:25,  2.79it/s, loss=-1.5118]
Train epoch 1:  17%|█▋        | 917/5338 [05:31<26:25,  2.79it/s, loss=-2.8929]
Train epoch 1:  17%|█▋        | 918/5338 [05:31<26:21,  2.80it/s, loss=-2.8929]
Train epoch 1:  17%|█▋        | 918/5338 [05:31<26:21,  2.80it/s, loss=-4.2097]
Train epoch 1:  17%|█▋        | 919/5338 [05:31<25:47,  2.86it/s, loss=-4.2097]
Train epoch 1:  17%|█▋        | 919/5338 [05:31<25:47,  2.86it/s, loss=-0.7134]
Train epoch 1:  17%|█▋        | 920/5338 [05:31<25:45,  2.86it/s, loss=-0.7134]
Train epoch 1:  17%|█▋        | 920/5338 [05:32<25:45,  2.86it/s, loss=-2.3616]
Train epoch 1:  17%|█▋        | 921/5338 [05:32<25:16,  2.91it/s, loss=-2.3616]
Train epoch 1:  17%|█▋        | 921/5338 [05:32<25:16,  2.91it/s, loss=-1.6094]
Train epoch 1:  17%|█▋        | 922/5338 [05:32<25:44,  2.86it/s, loss=-1.6094]
Train epoch 1:  17%|█▋        | 922/5338 [05:32<25:44,  2.86it/s, loss=-2.4770]
Train epoch 1:  17%|█▋        | 923/5338 [05:32<25:16,  2.91it/s, loss=-2.4770]
Train epoch 1:  17%|█▋        | 923/5338 [05:33<25:16,  2.91it/s, loss=-1.3981]
Train epoch 1:  17%|█▋        | 924/5338 [05:33<25:35,  2.88it/s, loss=-1.3981]
Train epoch 1:  17%|█▋        | 924/5338 [05:33<25:35,  2.88it/s, loss=-1.1073]
Train epoch 1:  17%|█▋        | 925/5338 [05:33<25:50,  2.85it/s, loss=-1.1073]
Train epoch 1:  17%|█▋        | 925/5338 [05:33<25:50,  2.85it/s, loss=-1.7449]
Train epoch 1:  17%|█▋        | 926/5338 [05:33<26:04,  2.82it/s, loss=-1.7449]
Train epoch 1:  17%|█▋        | 926/5338 [05:34<26:04,  2.82it/s, loss=-1.2865]
Train epoch 1:  17%|█▋        | 927/5338 [05:34<25:55,  2.84it/s, loss=-1.2865]
Train epoch 1:  17%|█▋        | 927/5338 [05:34<25:55,  2.84it/s, loss=-2.9415]
Train epoch 1:  17%|█▋        | 928/5338 [05:34<26:11,  2.81it/s, loss=-2.9415]
Train epoch 1:  17%|█▋        | 928/5338 [05:35<26:11,  2.81it/s, loss=-1.2972]
Train epoch 1:  17%|█▋        | 929/5338 [05:35<26:15,  2.80it/s, loss=-1.2972]
Train epoch 1:  17%|█▋        | 929/5338 [05:35<26:15,  2.80it/s, loss=-0.8947]
Train epoch 1:  17%|█▋        | 930/5338 [05:35<26:20,  2.79it/s, loss=-0.8947]
Train epoch 1:  17%|█▋        | 930/5338 [05:35<26:20,  2.79it/s, loss=-2.9296]
Train epoch 1:  17%|█▋        | 931/5338 [05:35<26:15,  2.80it/s, loss=-2.9296]
Train epoch 1:  17%|█▋        | 931/5338 [05:36<26:15,  2.80it/s, loss=-2.2006]
Train epoch 1:  17%|█▋        | 932/5338 [05:36<25:42,  2.86it/s, loss=-2.2006]
Train epoch 1:  17%|█▋        | 932/5338 [05:36<25:42,  2.86it/s, loss=-1.5273]
Train epoch 1:  17%|█▋        | 933/5338 [05:36<25:36,  2.87it/s, loss=-1.5273]
Train epoch 1:  17%|█▋        | 933/5338 [05:36<25:36,  2.87it/s, loss=-2.1401]
Train epoch 1:  17%|█▋        | 934/5338 [05:36<25:56,  2.83it/s, loss=-2.1401]
Train epoch 1:  17%|█▋        | 934/5338 [05:37<25:56,  2.83it/s, loss=-2.9528]
Train epoch 1:  18%|█▊        | 935/5338 [05:37<26:00,  2.82it/s, loss=-2.9528]
Train epoch 1:  18%|█▊        | 935/5338 [05:37<26:00,  2.82it/s, loss=-1.9080]
Train epoch 1:  18%|█▊        | 936/5338 [05:37<25:34,  2.87it/s, loss=-1.9080]
Train epoch 1:  18%|█▊        | 936/5338 [05:37<25:34,  2.87it/s, loss=-3.3024]
Train epoch 1:  18%|█▊        | 937/5338 [05:37<25:49,  2.84it/s, loss=-3.3024]
Train epoch 1:  18%|█▊        | 937/5338 [05:38<25:49,  2.84it/s, loss=-1.7059]
Train epoch 1:  18%|█▊        | 938/5338 [05:38<25:37,  2.86it/s, loss=-1.7059]
Train epoch 1:  18%|█▊        | 938/5338 [05:38<25:37,  2.86it/s, loss=-3.2237]
Train epoch 1:  18%|█▊        | 939/5338 [05:38<25:55,  2.83it/s, loss=-3.2237]
Train epoch 1:  18%|█▊        | 939/5338 [05:38<25:55,  2.83it/s, loss=-1.8760]
Train epoch 1:  18%|█▊        | 940/5338 [05:38<26:01,  2.82it/s, loss=-1.8760]
